company_id,company_name,sector,cfo_pat_ratio,fcf,fcf_conversion_pct,capex_intensity_pct,cfo_quality,capex_intensity_class,fcf_status,cash_flow_risk,cash_flow_score
TATASTEEL,Tata Steel Ltd,Materials,-4.134623217922607,6048.0,27.184466019417474,6.219373306395661,Negative,Moderate,Positive,True,45.33
ADANIGREEN,Adani Green Energy Ltd,Energy,6.121428571428571,-13347.0,-182.3858977862804,228.4164859002169,Strong,Very High,Negative,True,43.0
SBILIFE,SBI Life Insurance Company Ltd,Financials,15.375923970432947,-2099.0,-853.2520325203253,23.6544231293754,Strong,Very High,Negative,True,43.0
AMBUJACEM,Ambuja Cements Ltd,Materials,1.1916420430561419,-3295.0,-51.48437500000001,26.963208685162847,Healthy,Very High,Negative,True,42.28
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financials,-8.595769682726205,105.0,0.11396196926282887,8.216417331989769,Negative,Moderate,Positive,True,41.27
JIOFIN,Jio Financial Services Ltd,Financials,-0.4224299065420561,763.0,48.94162924951892,77.68194070080862,Negative,Very High,Positive,True,40.34
BANKBARODA,Bank of Baroda,Financials,-0.3325030473263024,-7559.0,-17.03283084341693,1.0854965830088108,Negative,Low,Negative,True,27.45
TVSMOTOR,TVS Motor Company Ltd,Consumer Discretionary,-0.7043282743114109,-2254.0,-40.98181818181818,2.557159279601482,Negative,Low,Negative,True,23.85
M&M,Mahindra & Mahindra Ltd,Consumer Discretionary,-0.4588427057864711,-11245.0,-45.17515667684396,4.0373028084959515,Negative,Low,Negative,True,23.22
AXISBANK,Axis Bank Ltd,Financials,-0.2234423394071035,-14556.0,-38.36280736894816,8.229937185125584,Negative,Moderate,Negative,True,20.5
INDUSINDBK,IndusInd Bank Ltd,Financials,-1.8818994413407821,-17468.0,-99.03617190157614,1.3661799422925593,Negative,Low,Negative,True,15.14
PFC,Power Finance Corporation Ltd,Financials,-3.6967612713049394,-101229.0,-301.5190778303994,3.7253573458058313,Negative,Low,Negative,True,15.0
PNB,Punjab National Bank,Financials,-3.0511084416293546,-29445.0,,1.3808279466373263,Negative,Low,Negative,True,15.0
RECLTD,REC Ltd,Financials,-4.0808059384941675,-59554.0,-124.37399494601425,3.8533577456489256,Negative,Low,Negative,True,15.0
SHRIRAMFIN,Shriram Finance Ltd,Financials,-4.203405865657522,-31359.0,-298.0043713769838,0.7090249532813014,Negative,Low,Negative,True,15.0
BAJAJFINSV,Bajaj Finserv Ltd,Financials,-4.403590894517474,-79634.0,-194.77082619967717,9.929155115870342,Negative,Moderate,Negative,True,11.25
BHEL,Bharat Heavy Electricals Limited,Industrials,-13.166666666666666,-2382.0,-335.0210970464135,5.570669233666764,Negative,Moderate,Negative,True,11.25
GODREJCP,Godrej Consumer Products Ltd,Consumer Staples,-3.6898395721925135,-1365.0,-46.16165032127156,24.36861520998865,Negative,Very High,Negative,True,11.08
BAJFINANCE,Bajaj Finance Ltd,Financials,-5.034945678499758,-79931.0,-496.49667681222434,13.044822818889617,Negative,High,Negative,True,6.0
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Financials,-10.433625730994152,-38538.0,-715.6545961002786,14.898502322183374,Negative,High,Negative,True,6.0
GRASIM,Grasim Industries Ltd,Industrials,-1.0798911948418295,-33833.0,-124.40889869461299,17.647238467528897,Negative,High,Negative,True,6.0
